,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
600,Avenida Alcântara Machado,Brás,26,1,0,Studio e kitnet,800,1123,7673,199498,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
601,Rua Silva Teles,Brás,59,2,1,Apartamento,3100,3707,7673,452707,"Rua Silva Teles, Brás, São Paulo, SP","(-23.5357077, -46.616231)"
602,Rua Monsenhor Andrade,Brás,80,2,0,Apartamento,2350,2942,7673,613840,"Rua Monsenhor Andrade, Brás, São Paulo, SP","(-23.5378004, -46.6222849)"
603,Avenida Celso Garcia,Brás,50,1,0,Apartamento,1250,1654,7673,383650,"Avenida Celso Garcia, Brás, São Paulo, SP","(-23.5400017, -46.6113863)"
604,Rua Coronel Mursa,Brás,20,1,0,Apartamento,1963,2242,7673,153460,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
605,Rua Coronel Mursa,Brás,18,1,0,Studio e kitnet,1850,2119,7673,138114,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
606,Rua Caetano Pinto,Brás,28,1,0,Studio e kitnet,1550,1984,7673,214844,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
607,Rua Coronel Mursa,Brás,19,1,0,Casa em condomínio,1850,2216,7673,145787,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
608,Rua Domingos Paiva,Brás,30,1,1,Apartamento,1600,1886,7673,230190,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
609,Avenida Rangel Pestana,Brás,43,1,0,Apartamento,1900,2394,7673,329939,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
610,Rua Caetano Pinto,Brás,27,1,0,Studio e kitnet,1000,1405,7673,207171,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
611,Rua Marajó,Brás,20,1,0,Studio e kitnet,1100,1143,7673,153460,"Rua Marajó, Brás, São Paulo, SP","(-23.542982, -46.6082231)"
612,Rua Carneiro Leão,Brás,62,2,1,Apartamento,3808,4432,7673,475726,"Rua Carneiro Leão, Brás, São Paulo, SP","(-23.5492469, -46.6223679)"
613,Rua Visconde de Parnaíba,Brás,62,2,1,Apartamento,1700,2302,7673,475726,"Rua Visconde de Parnaíba, Brás, São Paulo, SP","(-23.5518874, -46.6178449)"
614,Rua Azevedo Júnior,Brás,45,2,1,Apartamento,1600,2202,7673,345285,"Rua Azevedo Júnior, Brás, São Paulo, SP","(-23.5507476, -46.6235089)"
615,Rua Martim Burchard,Brás,53,2,0,Apartamento,1977,2454,7673,406669,"Rua Martim Burchard, Brás, São Paulo, SP","(-23.5461441, -46.6178889)"
616,Rua Coronel Mursa,Brás,20,1,0,Studio e kitnet,2000,2257,7673,153460,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
617,Rua Domingos Paiva,Brás,50,1,1,Apartamento,2705,3579,7673,383650,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
618,Rua Domingos Paiva,Brás,58,2,1,Apartamento,3675,4767,7673,445034,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
619,Rua Flora,Brás,36,2,0,Studio e kitnet,1550,2007,7673,276228,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
620,Rua Alegria,Brás,40,1,1,Apartamento,1900,2275,7673,306920,"Rua Alegria, Brás, São Paulo, SP","(-23.5493789, -46.6156927)"
621,Rua Coronel Mursa,Brás,17,1,0,Studio e kitnet,1539,1859,7673,130441,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
622,Avenida Rangel Pestana,Brás,50,2,1,Apartamento,2200,2734,7673,383650,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
623,Rua Domingos Paiva,Brás,60,2,1,Apartamento,2200,2906,7673,460380,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
624,Rua Joaquim Carlos,Brás,75,2,0,Apartamento,1700,1803,7673,575475,"Rua Joaquim Carlos, Brás, São Paulo, SP",
625,Avenida Alcântara Machado,Brás,38,1,0,Apartamento,820,1134,7673,291574,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
626,Avenida Alcântara Machado,Brás,22,1,0,Studio e kitnet,1180,1225,7673,168806,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
627,Rua Flora,Brás,26,1,0,Apartamento,1940,2354,7673,199498,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
628,Rua Ipanema,Brás,40,1,0,Casa,1700,1817,7673,306920,"Rua Ipanema, Brás, São Paulo, SP","(-23.5373964, -46.226318)"
629,Avenida Celso Garcia,Brás,82,3,2,Casa,2890,3017,7673,629186,"Avenida Celso Garcia, Brás, São Paulo, SP","(-23.5400017, -46.6113863)"
630,Rua Piratininga,Brás,50,2,1,Apartamento,1951,2550,7673,383650,"Rua Piratininga, Brás, São Paulo, SP","(-23.5525001, -46.6158818)"
631,Rua Visconde Parnaíba,Brás,42,1,1,Apartamento,2300,2995,7673,322266,"Rua Visconde Parnaíba, Brás, São Paulo, SP",
632,Avenida Rangel Pestana,Brás,36,1,1,Apartamento,1600,2112,7673,276228,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
633,Rua Alegria,Brás,39,1,1,Apartamento,2300,2633,7673,299247,"Rua Alegria, Brás, São Paulo, SP","(-23.5493789, -46.6156927)"
634,Rua Piratininga,Brás,53,2,1,Apartamento,2600,3555,7673,406669,"Rua Piratininga, Brás, São Paulo, SP","(-23.5525001, -46.6158818)"
635,Rua Torquato Neto,Brás,50,2,1,Apartamento,1700,2343,7673,383650,"Rua Torquato Neto, Brás, São Paulo, SP","(-23.5484088, -46.6198665)"
636,Rua Intendência,Brás,45,2,0,Apartamento,1628,1988,7673,345285,"Rua Intendência, Brás, São Paulo, SP",
637,Avenida Rangel Pestana,Brás,40,1,0,Studio e kitnet,1395,1864,7673,306920,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
638,"R. Dr. Almeida Lima - Brás, São Paulo - Sp, 03046-010, Brasil",Brás,29,1,0,Apartamento,3000,3396,7673,222517,"R. Dr. Almeida Lima - Brás, São Paulo - Sp, 03046-010, Brasil, Brás, São Paulo, SP","(-23.5445439, -46.6154988)"
639,Rua Piratininga,Brás,68,3,1,Apartamento,3000,3964,7673,521764,"Rua Piratininga, Brás, São Paulo, SP","(-23.5525001, -46.6158818)"
640,Rua Flora,Brás,25,1,0,Studio e kitnet,1200,1434,7673,191825,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
641,Avenida Celso Garcia,Brás,54,1,0,Apartamento,1520,1678,7673,414342,"Avenida Celso Garcia, Brás, São Paulo, SP","(-23.5400017, -46.6113863)"
642,Rua Flora,Brás,49,2,0,Apartamento,1650,2091,7673,375977,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
643,Rua Flora,Brás,52,2,0,Apartamento,2000,2457,7673,398996,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
644,Rua Campos Sales,Brás,50,2,1,Apartamento,2000,2571,7673,383650,"Rua Campos Sales, Brás, São Paulo, SP","(-23.5495654, -46.6197028)"
645,Rua Visconde de Parnaíba,Brás,51,2,1,Apartamento,3500,4254,7673,391323,"Rua Visconde de Parnaíba, Brás, São Paulo, SP","(-23.5518874, -46.6178449)"
646,Rua Domingos Paiva,Brás,49,1,0,Apartamento,4100,5158,7673,375977,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
647,Rua Intendência,Brás,43,1,0,Apartamento,2000,2626,7673,329939,"Rua Intendência, Brás, São Paulo, SP",
648,Avenida Celso Garcia,Brás,40,1,0,Apartamento,1020,1373,7673,306920,"Avenida Celso Garcia, Brás, São Paulo, SP","(-23.5400017, -46.6113863)"
649,Rua Martim Burchard,Brás,39,2,0,Apartamento,2500,2993,7673,299247,"Rua Martim Burchard, Brás, São Paulo, SP","(-23.5461441, -46.6178889)"
650,Rua Visconde de Parnaíba,Brás,38,2,0,Apartamento,2000,2514,7673,291574,"Rua Visconde de Parnaíba, Brás, São Paulo, SP","(-23.5518874, -46.6178449)"
651,Rua Caetano Pinto,Brás,46,2,0,Apartamento,1750,2141,7673,352958,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
652,Rua Visconde de Parnaíba,Brás,45,1,1,Apartamento,2000,2437,7673,345285,"Rua Visconde de Parnaíba, Brás, São Paulo, SP","(-23.5518874, -46.6178449)"
653,Rua 21 de Abril,Brás,130,2,1,Apartamento,2588,3005,7673,997490,"Rua 21 de Abril, Brás, São Paulo, SP","(-23.5425788, -46.6070898)"
654,Rua Intendência,Brás,50,1,1,Apartamento,2200,2814,7673,383650,"Rua Intendência, Brás, São Paulo, SP",
655,Avenida Alcântara Machado,Brás,24,1,0,Studio e kitnet,1122,1388,7673,184152,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
656,Rua Flora,Brás,30,1,0,Apartamento,1900,2269,7673,230190,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
657,Rua Flora,Brás,35,2,0,Apartamento,1800,2237,7673,268555,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
658,Rua Sampson,Brás,55,2,0,Apartamento,1500,1958,7673,422015,"Rua Sampson, Brás, São Paulo, SP","(-23.5372648, -46.6112388)"
659,Avenida Alcântara Machado,Brás,16,1,0,Studio e kitnet,841,903,7673,122768,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
660,Avenida Celso Garcia,Brás,40,2,1,Apartamento,1400,2028,7673,306920,"Avenida Celso Garcia, Brás, São Paulo, SP","(-23.5400017, -46.6113863)"
661,Rua Hipódromo,Brás,22,1,0,Studio e kitnet,1400,1454,7673,168806,"Rua Hipódromo, Brás, São Paulo, SP","(-23.543333, -46.610657)"
662,Rua Martim Burchard,Brás,40,1,0,Apartamento,2500,3196,7673,306920,"Rua Martim Burchard, Brás, São Paulo, SP","(-23.5461441, -46.6178889)"
663,Rua Domingos Paiva,Brás,70,2,1,Apartamento,5700,6912,7673,537110,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
664,Rua Coronel Mursa,Brás,35,2,0,Apartamento,2408,2985,7673,268555,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
665,Rua Caetano Pinto,Brás,25,1,0,Apartamento,1012,1267,7673,191825,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
666,Rua Martim Burchard,Brás,45,1,0,Apartamento,3000,3556,7673,345285,"Rua Martim Burchard, Brás, São Paulo, SP","(-23.5461441, -46.6178889)"
667,Rua Sampson,Brás,25,1,0,Studio e kitnet,800,1086,7673,191825,"Rua Sampson, Brás, São Paulo, SP","(-23.5372648, -46.6112388)"
668,Avenida Rangel Pestana,Brás,36,1,0,Apartamento,1500,1958,7673,276228,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
669,Rua Caetano Pinto,Brás,45,1,0,Apartamento,1750,2144,7673,345285,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
670,Rua Visconde Parnaíba,Brás,45,1,1,Apartamento,2200,2831,7673,345285,"Rua Visconde Parnaíba, Brás, São Paulo, SP",
671,Rua Visconde de Parnaíba,Brás,28,1,0,Studio e kitnet,2130,2512,7673,214844,"Rua Visconde de Parnaíba, Brás, São Paulo, SP","(-23.5518874, -46.6178449)"
672,Rua Azevedo Júnior,Brás,62,2,1,Apartamento,1800,2509,7673,475726,"Rua Azevedo Júnior, Brás, São Paulo, SP","(-23.5507476, -46.6235089)"
673,Avenida Rangel Pestana,Brás,55,1,0,Apartamento,1103,1608,7673,422015,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
674,Rua Catumbi,Brás,54,1,0,Apartamento,1400,1854,7673,414342,"Rua Catumbi, Brás, São Paulo, SP",
675,Avenida Rangel Pestana,Brás,30,1,0,Apartamento,1250,1598,7673,230190,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
676,Rua Doutor Almeida Lima,Brás,42,1,0,Apartamento,1955,2300,7673,322266,"Rua Doutor Almeida Lima, Brás, São Paulo, SP","(-23.5439683, -46.6159342)"
677,Rua Coronel Mursa,Brás,19,1,0,Apartamento,2450,2865,7673,145787,"Rua Coronel Mursa, Brás, São Paulo, SP","(-23.548639, -46.6163579)"
678,Rua Doutor Almeida Lima,Brás,23,1,0,Studio e kitnet,1700,1916,7673,176479,"Rua Doutor Almeida Lima, Brás, São Paulo, SP","(-23.5439683, -46.6159342)"
679,Avenida Alcântara Machado,Brás,80,2,0,Apartamento,1500,1835,7673,613840,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
680,Avenida Alcântara Machado,Brás,70,2,0,Apartamento,1339,1807,7673,537110,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
681,Rua Silva Teles,Brás,69,2,2,Apartamento,3000,4019,7673,529437,"Rua Silva Teles, Brás, São Paulo, SP","(-23.5357077, -46.616231)"
682,Rua Coronel Francisco Amaro,Brás,48,2,1,Apartamento,1600,2251,7673,368304,"Rua Coronel Francisco Amaro, Brás, São Paulo, SP","(-23.5414472, -46.619498)"
683,Rua Visconde Parnaíba,Brás,36,1,1,Apartamento,3000,3650,7673,276228,"Rua Visconde Parnaíba, Brás, São Paulo, SP",
684,Rua Hipódromo,Brás,48,2,1,Apartamento,2950,3489,7673,368304,"Rua Hipódromo, Brás, São Paulo, SP","(-23.543333, -46.610657)"
685,Rua Flora,Brás,36,2,0,Apartamento,1800,2230,7673,276228,"Rua Flora, Brás, São Paulo, SP","(-23.5510247, -46.6187811)"
686,Rua Domingos Paiva,Brás,32,1,0,Apartamento,2125,2557,7673,245536,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
687,Avenida Alcântara Machado,Brás,46,2,0,Apartamento,1700,2466,7673,352958,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
688,Rua Intendência,Brás,43,2,0,Apartamento,1600,1962,7673,329939,"Rua Intendência, Brás, São Paulo, SP",
689,Avenida Rangel Pestana,Brás,45,1,0,Apartamento,1200,1674,7673,345285,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
690,Avenida Rangel Pestana,Brás,40,1,0,Apartamento,1050,1541,7673,306920,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
691,Avenida Alcântara Machado,Brás,40,1,0,Apartamento,1500,1558,7673,306920,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
692,Rua Domingos Paiva,Brás,57,2,1,Apartamento,4000,5292,7673,437361,"Rua Domingos Paiva, Brás, São Paulo, SP","(-23.5479017, -46.6150268)"
693,Avenida Alcântara Machado,Brás,65,2,0,Apartamento,1300,1777,7673,498745,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
694,Avenida Rangel Pestana,Brás,31,1,0,Apartamento,1275,1689,7673,237863,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
695,Avenida Rangel Pestana,Brás,30,1,0,Studio e kitnet,1275,1686,7673,230190,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
696,Avenida Rangel Pestana,Brás,33,1,0,Apartamento,1275,1687,7673,253209,"Avenida Rangel Pestana, Brás, São Paulo, SP","(-23.5451589, -46.6201347)"
697,Rua do Gasômetro,Brás,37,1,0,Studio e kitnet,778,1184,7673,283901,"Rua do Gasômetro, Brás, São Paulo, SP","(-23.5444681, -46.6232033)"
698,Rua do Lucas,Brás,50,2,0,Apartamento,1600,1742,7673,383650,"Rua do Lucas, Brás, São Paulo, SP","(-23.5429489, -46.6250392)"
699,Rua Caetano Pinto,Brás,146,3,0,Apartamento,3200,3708,7673,1120258,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
700,Rua Caetano Pinto,Brás,40,1,0,Apartamento,1550,1914,7673,306920,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
701,Rua Caetano Pinto,Brás,42,2,0,Apartamento,1600,1981,7673,322266,"Rua Caetano Pinto, Brás, São Paulo, SP","(-23.5489714, -46.6210138)"
702,Rua Carneiro Leão,Brás,51,2,1,Apartamento,2100,2657,7673,391323,"Rua Carneiro Leão, Brás, São Paulo, SP","(-23.5492469, -46.6223679)"
703,Avenida Alcântara Machado,Brás,32,1,0,Apartamento,1287,1337,7673,245536,"Avenida Alcântara Machado, Brás, São Paulo, SP","(-23.5526091, -46.6186269)"
704,Rua Torquato Neto,Brás,51,2,1,Apartamento,2125,2898,7673,391323,"Rua Torquato Neto, Brás, São Paulo, SP","(-23.5484088, -46.6198665)"
970,Rua dos Carmelitas,Sé,63,2,0,Apartamento,1500,2020,7549,475587,"Rua dos Carmelitas, Sé, São Paulo, SP","(-23.5519164, -46.6292206)"
971,Rua Tabatinguera,Sé,34,1,0,Apartamento,1000,1406,7549,256666,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
972,Rua dos Estudantes,Sé,30,1,0,Apartamento,1700,2066,7549,226470,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
973,Rua Tabatinguera,Sé,22,1,0,Studio e kitnet,1799,2182,7549,166078,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
974,Rua dos Carmelitas,Sé,38,1,0,Studio e kitnet,980,1377,7549,286862,"Rua dos Carmelitas, Sé, São Paulo, SP","(-23.5519164, -46.6292206)"
975,Rua dos Estudantes,Sé,28,1,0,Apartamento,2600,3130,7549,211372,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
976,Rua dos Estudantes,Sé,27,1,0,Apartamento,2400,2863,7549,203823,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
977,Rua Tabatinguera,Sé,52,2,1,Apartamento,1550,2090,7549,392548,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
978,Rua dos Estudantes,Sé,38,1,0,Studio e kitnet,1648,2061,7549,286862,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
979,Rua São Francisco,Sé,36,1,0,Apartamento,2000,2077,7549,271764,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
980,Rua Mituto Mizumoto,Sé,44,1,0,Apartamento,1400,1594,7549,332156,"Rua Mituto Mizumoto, Sé, São Paulo, SP","(-23.558181, -46.6319634)"
981,Praça Ministro Costa Manso,Sé,29,1,0,Apartamento,1113,1490,7549,218921,"Praça Ministro Costa Manso, Sé, São Paulo, SP","(-23.55332335, -46.628779167404716)"
982,Rua Tabatinguera,Sé,49,2,1,Apartamento,1200,2156,7549,369901,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
983,Rua Glicério,Sé,69,2,0,Apartamento,1800,2596,7549,520881,"Rua Glicério, Sé, São Paulo, SP","(-23.5545458, -46.6284016)"
984,Rua Joaquim dos Santos Andrade,Sé,28,1,0,Studio e kitnet,1003,1016,7549,211372,"Rua Joaquim dos Santos Andrade, Sé, São Paulo, SP","(-23.5515837, -46.6295351)"
985,Avenida Brigadeiro Luís Antônio,Sé,88,2,0,Apartamento,2200,3116,7549,664312,"Avenida Brigadeiro Luís Antônio, Sé, São Paulo, SP","(-23.5507017, -46.6367822)"
986,Rua São Francisco,Sé,26,1,0,Apartamento,975,1448,7549,196274,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
987,Rua Doutor Bettencourt Rodrigues,Sé,61,1,0,Apartamento,1440,2003,7549,460489,"Rua Doutor Bettencourt Rodrigues, Sé, São Paulo, SP","(-23.5497736, -46.6307917)"
988,Rua Tabatinguera,Sé,28,1,0,Studio e kitnet,912,1237,7549,211372,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
989,Rua São Paulo,Sé,35,1,0,Apartamento,2000,2416,7549,264215,"Rua São Paulo, Sé, São Paulo, SP","(-22.3699531, -46.9346069)"
990,Rua Tabatinguera,Sé,22,1,1,Studio e kitnet,2200,2875,7549,166078,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
991,Rua Tabatinguera,Sé,23,1,1,Studio e kitnet,1790,2468,7549,173627,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
992,Rua Rangel Pestana,Sé,62,1,0,Apartamento,1200,1659,7549,468038,"Rua Rangel Pestana, Sé, São Paulo, SP","(-22.8228453, -45.1908811)"
993,Rua Tabatinguera,Sé,32,1,0,Apartamento,950,1281,7549,241568,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
994,Praça Ministro Costa Manso,Sé,32,1,0,Apartamento,1380,1771,7549,241568,"Praça Ministro Costa Manso, Sé, São Paulo, SP","(-23.55332335, -46.628779167404716)"
995,Rua dos Carmelitas,Sé,41,1,0,Apartamento,868,1358,7549,309509,"Rua dos Carmelitas, Sé, São Paulo, SP","(-23.5519164, -46.6292206)"
996,Rua Tabatinguera,Sé,30,1,0,Apartamento,950,1313,7549,226470,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
997,Rua Tabatinguera,Sé,23,1,0,Studio e kitnet,1500,2100,7549,173627,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
998,Rua Conde de Sarzedas,Sé,39,2,0,Apartamento,2100,2511,7549,294411,"Rua Conde de Sarzedas, Sé, São Paulo, SP","(-23.5535104, -46.6329739)"
999,Rua Tabatinguera,Sé,25,1,0,Studio e kitnet,1870,2445,7549,188725,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1000,Rua Conde de Sarzedas,Sé,37,2,0,Apartamento,3000,3516,7549,279313,"Rua Conde de Sarzedas, Sé, São Paulo, SP","(-23.5535104, -46.6329739)"
1001,Rua dos Estudantes,Sé,27,1,0,Studio e kitnet,2900,3393,7549,203823,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
1002,Rua Doutor Bitencourt Rodrigues,Sé,53,2,0,Apartamento,1440,2003,7549,400097,"Rua Doutor Bitencourt Rodrigues, Sé, São Paulo, SP",
1003,Rua São Francisco,Sé,30,1,0,Apartamento,903,1425,7549,226470,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
1004,Rua dos Carmelitas,Sé,44,1,0,Apartamento,1000,1504,7549,332156,"Rua dos Carmelitas, Sé, São Paulo, SP","(-23.5519164, -46.6292206)"
1005,Rua Tabatinguera,Sé,50,1,1,Casa,1260,1866,7549,377450,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1006,Rua Tabatinguera,Sé,90,3,3,Apartamento,1300,2550,7549,679410,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1007,Rua Tabatinguera,Sé,40,1,0,Apartamento,950,1296,7549,301960,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1008,Rua Tabatinguera,Sé,48,2,1,Apartamento,1550,2085,7549,362352,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1009,Rua Tabatinguera,Sé,50,2,0,Apartamento,1300,2015,7549,377450,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1010,Rua Senador Feijó,Sé,95,2,0,Apartamento,2108,2939,7549,717155,"Rua Senador Feijó, Sé, São Paulo, SP","(-23.5507346, -46.6347943)"
1011,Rua Tabatinguera,Sé,74,2,1,Apartamento,1400,2452,7549,558626,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1012,Rua Doutor Bitencourt Rodrigues,Sé,119,2,0,Apartamento,2720,3645,7549,898331,"Rua Doutor Bitencourt Rodrigues, Sé, São Paulo, SP",
1013,Rua Tabatinguera,Sé,161,2,1,Apartamento,6200,7412,7549,1215389,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1014,Rua Tabatinguera,Sé,98,2,0,Apartamento,2600,3250,7549,739802,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1015,Rua Riachuelo,Sé,52,1,0,Apartamento,1360,1665,7549,392548,"Rua Riachuelo, Sé, São Paulo, SP","(-23.5512718, -46.6353913)"
1016,Rua dos Carmelitas,Sé,38,0,0,Studio e kitnet,980,1484,7549,286862,"Rua dos Carmelitas, Sé, São Paulo, SP","(-23.5519164, -46.6292206)"
1017,Rua Tabantinguera,Sé,48,1,0,Apartamento,1190,1646,7549,362352,"Rua Tabantinguera, Sé, São Paulo, SP",
1018,Rua das Carmelitas,Sé,30,1,0,Studio e kitnet,935,1371,7549,226470,"Rua das Carmelitas, Sé, São Paulo, SP","(-23.7029696, -46.502925)"
1019,Rua Conde Sarzedas,Sé,47,1,0,Apartamento,1212,1758,7549,354803,"Rua Conde Sarzedas, Sé, São Paulo, SP","(-22.7262553, -45.11804)"
1020,Rua Riachuelo,Sé,40,1,0,Studio e kitnet,810,1521,7549,301960,"Rua Riachuelo, Sé, São Paulo, SP","(-23.5512718, -46.6353913)"
1021,Rua Tabatinguera,Sé,24,1,0,Studio e kitnet,2100,2650,7549,181176,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1022,Rua Tabatinguera,Sé,48,1,0,Apartamento,1190,1716,7549,362352,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1023,Rua Tabatinguera,Sé,26,1,0,Apartamento,1020,1339,7549,196274,"Rua Tabatinguera, Sé, São Paulo, SP","(-23.5521762, -46.6274643)"
1024,Rua São Francisco,Sé,31,1,0,Studio e kitnet,950,1475,7549,234019,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
1025,Rua São Francisco,Sé,40,1,0,Studio e kitnet,900,1487,7549,301960,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
1026,Rua São Francisco,Sé,62,1,0,Apartamento,1100,1822,7549,468038,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
1027,Rua São Francisco,Sé,26,1,0,Studio e kitnet,1000,1473,7549,196274,"Rua São Francisco, Sé, São Paulo, SP","(-23.5491038, -46.6379772)"
1028,Rua Conde de Sarzedas,Sé,47,1,0,Apartamento,1200,1614,7549,354803,"Rua Conde de Sarzedas, Sé, São Paulo, SP","(-23.5535104, -46.6329739)"
1029,Rua dos Estudantes,Sé,40,1,1,Apartamento,1700,1766,7549,301960,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
1030,Rua Helena Zerrener,Sé,40,2,0,Apartamento,1500,1906,7549,301960,"Rua Helena Zerrener, Sé, São Paulo, SP","(-23.5544979, -46.6291812)"
