,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
6352,Avenida Professor Francisco Morato,Butantã,78,3,1,Apartamento,6600,7584,10415,812370,"Avenida Professor Francisco Morato, Butantã, São Paulo, SP","(-23.5727841, -46.7048956)"
6353,Rua Sapetuba,Butantã,37,1,0,Studio e kitnet,2720,3310,10415,385355,"Rua Sapetuba, Butantã, São Paulo, SP","(-23.5737892, -46.7107668)"
6354,Avenida Professor Francisco Morato,Butantã,67,2,1,Apartamento,4900,5739,10415,697805,"Avenida Professor Francisco Morato, Butantã, São Paulo, SP","(-23.5727841, -46.7048956)"
6355,Rua Camargo,Butantã,61,2,1,Apartamento,4500,5538,10415,635315,"Rua Camargo, Butantã, São Paulo, SP","(-23.5745861, -46.7113419)"
6356,Rua Sapetuba,Butantã,26,1,0,Apartamento,2520,2917,10415,270790,"Rua Sapetuba, Butantã, São Paulo, SP","(-23.5737892, -46.7107668)"
6357,Rua Farjalla Koraicho,Jabaquara,91,2,1,Casa,2700,2814,5757,523887,"Rua Farjalla Koraicho, Jabaquara, São Paulo, SP","(-23.6446464, -46.6418266)"
6358,Avenida General Valdomiro de Lima,Jabaquara,31,1,1,Apartamento,1786,1855,5757,178467,"Avenida General Valdomiro de Lima, Jabaquara, São Paulo, SP","(-23.6379751, -46.6484966)"
6359,Av. Gen. Valdomiro de Lima,Jabaquara,60,2,1,Apartamento,2580,2879,5757,345420,"Av. Gen. Valdomiro de Lima, Jabaquara, São Paulo, SP","(-23.6379751, -46.6484966)"
6360,Rua Freire Farto,Jabaquara,85,1,1,Casa,1600,1847,5757,489345,"Rua Freire Farto, Jabaquara, São Paulo, SP","(-23.6368894, -46.645039)"
6361,Avenida General Valdomiro de Lima,Jabaquara,35,1,1,Apartamento,1790,2314,5757,201495,"Avenida General Valdomiro de Lima, Jabaquara, São Paulo, SP","(-23.6379751, -46.6484966)"
6362,Rua das Nhandirobas,Jabaquara,14,1,0,Studio e kitnet,1500,1520,5757,80598,"Rua das Nhandirobas, Jabaquara, São Paulo, SP","(-23.6483215, -46.64728)"
6363,Rua das Nhandirobas,Jabaquara,14,1,0,Apartamento,1500,1520,5757,80598,"Rua das Nhandirobas, Jabaquara, São Paulo, SP","(-23.6483215, -46.64728)"
6364,Rua Almirante Sousa Braga,Jabaquara,75,1,0,Casa,1900,2031,5757,431775,"Rua Almirante Sousa Braga, Jabaquara, São Paulo, SP",
6365,Rua dos Buritis,Jabaquara,43,1,1,Apartamento,2000,2721,5757,247551,"Rua dos Buritis, Jabaquara, São Paulo, SP","(-23.6472023, -46.6439574)"
6366,Rua Freire Farto,Jabaquara,104,2,2,Casa,3200,3577,5757,598728,"Rua Freire Farto, Jabaquara, São Paulo, SP","(-23.6368894, -46.645039)"
6367,Rua Tenente Mauro de Miranda,Jabaquara,72,3,0,Apartamento,2150,2628,5757,414504,"Rua Tenente Mauro de Miranda, Jabaquara, São Paulo, SP","(-23.6370005, -46.6426143)"
6368,Rua das Aroeiras,Jabaquara,39,1,0,Casa em condomínio,1000,1042,5757,224523,"Rua das Aroeiras, Jabaquara, São Paulo, SP","(-23.6372585, -46.6492622)"
6369,Rua das Aroeiras,Jabaquara,40,1,0,Casa em condomínio,1020,1063,5757,230280,"Rua das Aroeiras, Jabaquara, São Paulo, SP","(-23.6372585, -46.6492622)"
6370,Rua Eudora,Jabaquara,44,2,1,Casa,1500,1571,5757,253308,"Rua Eudora, Jabaquara, São Paulo, SP","(-23.6570046, -46.6376065)"
6371,Avenida Engenheiro George Corbisier,Jabaquara,52,1,0,Casa,1160,1310,5757,299364,"Avenida Engenheiro George Corbisier, Jabaquara, São Paulo, SP","(-23.6444615, -46.6449376)"
6372,Rua Taquarituba,Jabaquara,40,2,1,Casa,1000,1042,5757,230280,"Rua Taquarituba, Jabaquara, São Paulo, SP",
6373,Rua Raiz da Serra,Jabaquara,180,3,2,Casa,4400,4846,5757,1036260,"Rua Raiz da Serra, Jabaquara, São Paulo, SP","(-23.6406777, -46.6495371)"
6374,Av. Gen. Valdomiro de Lima,Jabaquara,31,1,0,Apartamento,1679,1744,5757,178467,"Av. Gen. Valdomiro de Lima, Jabaquara, São Paulo, SP","(-23.6379751, -46.6484966)"
6375,Rua Freire Farto,Jabaquara,20,1,0,Casa,1150,1170,5757,115140,"Rua Freire Farto, Jabaquara, São Paulo, SP","(-23.6368894, -46.645039)"
6376,Rua Tenente Ubirajara Monory,Jabaquara,60,3,0,Apartamento,2200,2734,5757,345420,"Rua Tenente Ubirajara Monory, Jabaquara, São Paulo, SP","(-23.6376025, -46.6423287)"
6377,Avenida General Valdomiro de Lima,Jabaquara,34,1,1,Apartamento,2500,2946,5757,195738,"Avenida General Valdomiro de Lima, Jabaquara, São Paulo, SP","(-23.6379751, -46.6484966)"
6378,Rua Lucrécia Maciel,Jabaquara,51,2,1,Apartamento,2800,3555,5757,293607,"Rua Lucrécia Maciel, Jabaquara, São Paulo, SP","(-23.6356663, -46.6368248)"
6379,Rua Correia de Almeida,Jabaquara,86,2,2,Casa em condomínio,2600,3014,5757,495102,"Rua Correia de Almeida, Jabaquara, São Paulo, SP","(-23.6327096, -46.6489108)"
6380,Rua das Aroeiras,Jabaquara,51,2,1,Apartamento,1450,2068,5757,293607,"Rua das Aroeiras, Jabaquara, São Paulo, SP","(-23.6372585, -46.6492622)"
6381,Avenida Pedro Bueno,Jabaquara,140,3,2,Casa,3500,3748,5757,805980,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6382,Rua Alberto Leal,Jabaquara,140,2,2,Casa,3200,3877,5757,805980,"Rua Alberto Leal, Jabaquara, São Paulo, SP","(-23.63585, -46.6445824)"
6383,Rua Aprigio Rego Lopes,Jabaquara,230,3,1,Casa,4240,4779,5757,1324110,"Rua Aprigio Rego Lopes, Jabaquara, São Paulo, SP","(-23.6330676, -46.6481787)"
6384,Avenida Pedro Bueno,Jabaquara,150,3,2,Casa,3500,3912,5757,863550,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6385,Avenida Pedro Bueno,Jabaquara,300,3,2,Casa,4000,4818,5757,1727100,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6386,Avenida Pedro Bueno,Jabaquara,196,4,2,Casa,3915,4361,5757,1128372,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6387,Avenida Pedro Bueno,Jabaquara,196,3,2,Casa,3650,4080,5757,1128372,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6388,Avenida Pedro Bueno,Jabaquara,230,4,3,Casa,8750,9413,5757,1324110,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6389,Avenida Pedro Bueno,Jabaquara,200,4,2,Casa,6000,6672,5757,1151400,"Avenida Pedro Bueno, Jabaquara, São Paulo, SP","(-23.6333565, -46.6473538)"
6390,Rua Freire Farto,Jabaquara,200,2,3,Casa,5500,5946,5757,1151400,"Rua Freire Farto, Jabaquara, São Paulo, SP","(-23.6368894, -46.645039)"
6391,Rua Coronel João Gabi,Jabaquara,120,3,3,Casa,3900,4252,5757,690840,"Rua Coronel João Gabi, Jabaquara, São Paulo, SP","(-23.6347252, -46.6488384)"
6392,Rua Coronel João Gabi,Jabaquara,370,3,3,Casa,6780,7581,5757,2130090,"Rua Coronel João Gabi, Jabaquara, São Paulo, SP","(-23.6347252, -46.6488384)"
6393,Rua das Aroeiras,Jabaquara,350,4,2,Casa,5800,6090,5757,2014950,"Rua das Aroeiras, Jabaquara, São Paulo, SP","(-23.6372585, -46.6492622)"
6394,Avenida Doutor Luís Rocha Miranda,Jabaquara,84,3,2,Apartamento,3500,4931,5757,483588,"Avenida Doutor Luís Rocha Miranda, Jabaquara, São Paulo, SP","(-23.6366356, -46.6446038)"
6395,Rua Correia de Almeida,Jabaquara,240,3,3,Casa,4875,5457,5757,1381680,"Rua Correia de Almeida, Jabaquara, São Paulo, SP","(-23.6327096, -46.6489108)"
6396,Rua Simões Magro,Jabaquara,156,4,2,Casa,4200,4616,5757,898092,"Rua Simões Magro, Jabaquara, São Paulo, SP","(-23.6320684, -46.6486314)"
6397,Rua Soares de Faria,Jabaquara,202,3,2,Casa,3330,3828,5757,1162914,"Rua Soares de Faria, Jabaquara, São Paulo, SP",
6398,Rua Gastão da Cunha,Jabaquara,400,3,3,Casa,8000,8699,5757,2302800,"Rua Gastão da Cunha, Jabaquara, São Paulo, SP","(-23.6436532, -46.6642222)"
6399,Rua Raiz da Serra,Jabaquara,400,5,2,Casa,12000,12630,5757,2302800,"Rua Raiz da Serra, Jabaquara, São Paulo, SP","(-23.6406777, -46.6495371)"
6400,Rua Mennucci,Jabaquara,147,3,2,Casa,5500,5886,5757,846279,"Rua Mennucci, Jabaquara, São Paulo, SP","(-23.6348383, -46.6447196)"
6401,Rua dos Curupiás,Jabaquara,71,3,1,Apartamento,1860,2929,5757,408747,"Rua dos Curupiás, Jabaquara, São Paulo, SP","(-23.6372294, -46.6443961)"
6402,Rua dos Curupiás,Jabaquara,71,2,1,Apartamento,1770,3122,5757,408747,"Rua dos Curupiás, Jabaquara, São Paulo, SP","(-23.6372294, -46.6443961)"
6403,Avenida Doutor Luís Rocha Miranda,Jabaquara,71,2,1,Apartamento,2300,3009,5757,408747,"Avenida Doutor Luís Rocha Miranda, Jabaquara, São Paulo, SP","(-23.6366356, -46.6446038)"
6404,Rua Pinheirinho,Jabaquara,178,2,2,Apartamento,4170,5506,5757,1024746,"Rua Pinheirinho, Jabaquara, São Paulo, SP","(-23.6410487, -46.6428423)"
6405,Avenida Engenheiro Armando de Arruda Pereira,Jabaquara,118,3,1,Apartamento,2440,3285,5757,679326,"Avenida Engenheiro Armando de Arruda Pereira, Jabaquara, São Paulo, SP","(-23.6378005, -46.641306)"
6406,Rua Maracá,Jabaquara,116,3,2,Apartamento,4800,6731,5757,667812,"Rua Maracá, Jabaquara, São Paulo, SP","(-23.636807, -46.6390376)"
6407,Rua Maracá,Jabaquara,90,2,1,Apartamento,2660,4012,5757,518130,"Rua Maracá, Jabaquara, São Paulo, SP","(-23.636807, -46.6390376)"
6408,Avenida Engenheiro Armando de Arruda Pereira,Jabaquara,21,1,1,Studio e kitnet,1450,1506,5757,120897,"Avenida Engenheiro Armando de Arruda Pereira, Jabaquara, São Paulo, SP","(-23.6378005, -46.641306)"
6409,Rua Antônio Covello,Jabaquara,130,3,2,Apartamento,3800,6072,5757,748410,"Rua Antônio Covello, Jabaquara, São Paulo, SP","(-23.6603638, -46.6584018)"
6410,Rua Céu Tropical,Jabaquara,200,3,2,Casa,4800,4880,5757,1151400,"Rua Céu Tropical, Jabaquara, São Paulo, SP","(-23.6553016, -46.6632351)"
6411,Rua Antônio Covello,Jabaquara,175,3,2,Apartamento,8000,10480,5757,1007475,"Rua Antônio Covello, Jabaquara, São Paulo, SP","(-23.6603638, -46.6584018)"
6628,Avenida Dedo de Deus,Vila Formosa,34,1,0,Studio e kitnet,1500,1807,6813,231642,"Avenida Dedo de Deus, Vila Formosa, São Paulo, SP","(-23.5640197, -46.5383017)"
6629,Rua Mandioré,Vila Formosa,30,1,0,Studio e kitnet,800,901,6813,204390,"Rua Mandioré, Vila Formosa, São Paulo, SP","(-23.569454, -46.5474949)"
6630,Rua Curupá,Vila Formosa,70,3,1,Apartamento,2745,3986,6813,476910,"Rua Curupá, Vila Formosa, São Paulo, SP","(-23.5619987, -46.5543776)"
6631,Avenida Cipriano Rodrigues,Vila Formosa,39,2,1,Apartamento,1800,2319,6813,265707,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo, SP","(-23.574621, -46.5302551)"
6632,Avenida Flor de Vila Formosa,Vila Formosa,48,2,0,Apartamento,1400,1534,6813,327024,"Avenida Flor de Vila Formosa, Vila Formosa, São Paulo, SP","(-23.5664251, -46.5360121)"
6633,Rua Bimbarra,Vila Formosa,54,1,1,Apartamento,2980,3919,6813,367902,"Rua Bimbarra, Vila Formosa, São Paulo, SP","(-23.5620634, -46.5560934)"
6634,Avenida Dedo de Deus,Vila Formosa,36,1,0,Apartamento,1150,1524,6813,245268,"Avenida Dedo de Deus, Vila Formosa, São Paulo, SP","(-23.5640197, -46.5383017)"
6635,Avenida Henrique Morize,Vila Formosa,75,2,1,Casa,1650,1720,6813,510975,"Avenida Henrique Morize, Vila Formosa, São Paulo, SP","(-23.5695498, -46.53559)"
6636,Rua Dona Vitória Speers,Vila Formosa,264,3,3,Casa,5000,5458,6813,1798632,"Rua Dona Vitória Speers, Vila Formosa, São Paulo, SP","(-23.5705093, -46.5499118)"
6637,Avenida Dedo de Deus,Vila Formosa,33,1,0,Apartamento,1360,1593,6813,224829,"Avenida Dedo de Deus, Vila Formosa, São Paulo, SP","(-23.5640197, -46.5383017)"
6638,Rua Potá,Vila Formosa,227,3,2,Casa,6500,7067,6813,1546551,"Rua Potá, Vila Formosa, São Paulo, SP","(-23.5641279, -46.5527456)"
6639,Rua São Ticiano,Vila Formosa,62,2,1,Apartamento,1394,2065,6813,422406,"Rua São Ticiano, Vila Formosa, São Paulo, SP","(-23.5682008, -46.5429073)"
6640,Rua Bacairis,Vila Formosa,39,1,1,Studio e kitnet,1700,2698,6813,265707,"Rua Bacairis, Vila Formosa, São Paulo, SP","(-23.5638003, -46.5569956)"
6641,Rua Pretória,Vila Formosa,125,3,3,Casa,3500,3898,6813,851625,"Rua Pretória, Vila Formosa, São Paulo, SP","(-23.5628219, -46.548272)"
6642,Rua Pretória,Vila Formosa,30,1,0,Apartamento,1750,2068,6813,204390,"Rua Pretória, Vila Formosa, São Paulo, SP","(-23.5628219, -46.548272)"
6643,Rua Templários,Vila Formosa,85,2,1,Apartamento,4200,5020,6813,579105,"Rua Templários, Vila Formosa, São Paulo, SP","(-23.5653963, -46.557119)"
6644,Avenida Cipriano Rodrigues,Vila Formosa,38,2,1,Apartamento,2000,2377,6813,258894,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo, SP","(-23.574621, -46.5302551)"
6645,Rua Mandioré,Vila Formosa,70,1,0,Casa,1200,1421,6813,476910,"Rua Mandioré, Vila Formosa, São Paulo, SP","(-23.569454, -46.5474949)"
6646,Avenida Montemagno,Vila Formosa,400,3,3,Casa,4500,5222,6813,2725200,"Avenida Montemagno, Vila Formosa, São Paulo, SP","(-23.5710681, -46.5496874)"
6647,Rua Angá,Vila Formosa,57,2,1,Apartamento,2400,2902,6813,388341,"Rua Angá, Vila Formosa, São Paulo, SP","(-23.570956, -46.5500393)"
6648,Avenida Trumain,Vila Formosa,43,1,0,Casa,1180,1270,6813,292959,"Avenida Trumain, Vila Formosa, São Paulo, SP","(-23.5647644, -46.5358002)"
6649,Rua Itanhomi,Vila Formosa,42,2,0,Apartamento,1300,1584,6813,286146,"Rua Itanhomi, Vila Formosa, São Paulo, SP","(-23.5700788, -46.5367339)"
6650,Rua Lácio,Vila Formosa,42,1,0,Casa em condomínio,2200,2373,6813,286146,"Rua Lácio, Vila Formosa, São Paulo, SP",
6651,Rua Ituri,Vila Formosa,26,1,0,Apartamento,1150,1466,6813,177138,"Rua Ituri, Vila Formosa, São Paulo, SP","(-23.5684038, -46.5519503)"
6652,Rua Argonautas,Vila Formosa,70,2,0,Casa,1750,1824,6813,476910,"Rua Argonautas, Vila Formosa, São Paulo, SP","(-23.5691683, -46.5437758)"
6653,Rua Anjo Custódio,Vila Formosa,38,2,0,Casa,1600,1668,6813,258894,"Rua Anjo Custódio, Vila Formosa, São Paulo, SP","(-23.5643123, -46.5516653)"
6654,Rua Oswaldo Arouca,Vila Formosa,105,3,2,Apartamento,5000,6519,6813,715365,"Rua Oswaldo Arouca, Vila Formosa, São Paulo, SP","(-23.5616888, -46.5409485)"
6655,Rua Banharão,Vila Formosa,33,2,0,Studio e kitnet,1317,1434,6813,224829,"Rua Banharão, Vila Formosa, São Paulo, SP","(-23.5648554, -46.5334551)"
6656,Avenida Dedo de Deus,Vila Formosa,40,1,0,Studio e kitnet,1410,1724,6813,272520,"Avenida Dedo de Deus, Vila Formosa, São Paulo, SP","(-23.5640197, -46.5383017)"
6657,Rua Pretória,Vila Formosa,41,2,0,Apartamento,1750,2065,6813,279333,"Rua Pretória, Vila Formosa, São Paulo, SP","(-23.5628219, -46.548272)"
6658,Rua Chagu,Vila Formosa,35,1,0,Apartamento,1346,1668,6813,238455,"Rua Chagu, Vila Formosa, São Paulo, SP","(-23.5647579, -46.5522185)"
6659,Rua Gonçalo Coelho,Vila Formosa,100,2,1,Casa,1985,2236,6813,681300,"Rua Gonçalo Coelho, Vila Formosa, São Paulo, SP","(-23.5666367, -46.5519218)"
6660,Rua Itanhomi,Vila Formosa,25,1,0,Casa,950,1031,6813,170325,"Rua Itanhomi, Vila Formosa, São Paulo, SP","(-23.5700788, -46.5367339)"
6661,Rua Vênus,Vila Formosa,75,2,2,Casa em condomínio,2580,2723,6813,510975,"Rua Vênus, Vila Formosa, São Paulo, SP","(-23.5640842, -46.5419935)"
6662,Rua Arapaçu,Vila Formosa,31,1,0,Apartamento,1360,1747,6813,211203,"Rua Arapaçu, Vila Formosa, São Paulo, SP","(-23.5637924, -46.549712)"
6663,Rua Bimbarra,Vila Formosa,53,2,2,Apartamento,2800,3808,6813,361089,"Rua Bimbarra, Vila Formosa, São Paulo, SP","(-23.5620634, -46.5560934)"
6664,Rua Ingaíbos,Vila Formosa,51,2,1,Apartamento,2000,2557,6813,347463,"Rua Ingaíbos, Vila Formosa, São Paulo, SP",
6665,Avenida Antônio Manograsso,Vila Formosa,60,1,0,Casa,1125,1193,6813,408780,"Avenida Antônio Manograsso, Vila Formosa, São Paulo, SP","(-23.5752752, -46.5353028)"
6666,Rua Angá,Vila Formosa,60,1,0,Casa,1380,1576,6813,408780,"Rua Angá, Vila Formosa, São Paulo, SP","(-23.570956, -46.5500393)"
6667,Rua Vênus,Vila Formosa,50,2,1,Apartamento,2400,3085,6813,340650,"Rua Vênus, Vila Formosa, São Paulo, SP","(-23.5640842, -46.5419935)"
6668,Rua Anambés,Vila Formosa,35,1,1,Studio e kitnet,1100,1167,6813,238455,"Rua Anambés, Vila Formosa, São Paulo, SP","(-23.5647914, -46.5410456)"
6669,Rua Anambés,Vila Formosa,35,1,0,Casa,1000,1067,6813,238455,"Rua Anambés, Vila Formosa, São Paulo, SP","(-23.5647914, -46.5410456)"
6670,Rua Ituri,Vila Formosa,45,2,1,Apartamento,1750,2060,6813,306585,"Rua Ituri, Vila Formosa, São Paulo, SP","(-23.5684038, -46.5519503)"
6671,Rua Medeiros Furtado,Vila Formosa,190,3,1,Casa,2600,2765,6813,1294470,"Rua Medeiros Furtado, Vila Formosa, São Paulo, SP","(-23.5727427, -46.5328962)"
6672,Rua Dona Vitória Speers,Vila Formosa,80,3,0,Casa,2000,2285,6813,545040,"Rua Dona Vitória Speers, Vila Formosa, São Paulo, SP","(-23.5705093, -46.5499118)"
6673,Rua Ouricuri,Vila Formosa,40,1,0,Casa em condomínio,800,834,6813,272520,"Rua Ouricuri, Vila Formosa, São Paulo, SP","(-23.5691958, -46.5393668)"
6674,Rua Ouricuri,Vila Formosa,40,1,0,Casa,800,893,6813,272520,"Rua Ouricuri, Vila Formosa, São Paulo, SP","(-23.5691958, -46.5393668)"
6675,Rua Pretória,Vila Formosa,44,2,0,Apartamento,1750,2065,6813,299772,"Rua Pretória, Vila Formosa, São Paulo, SP","(-23.5628219, -46.548272)"
6676,Rua Caparaó,Vila Formosa,40,1,0,Casa,1200,1251,6813,272520,"Rua Caparaó, Vila Formosa, São Paulo, SP","(-23.5649333, -46.5376148)"
6677,Rua Catuquina,Vila Formosa,150,2,1,Casa,1650,1867,6813,1021950,"Rua Catuquina, Vila Formosa, São Paulo, SP","(-23.5621149, -46.5491575)"
6678,Rua Angá,Vila Formosa,56,2,1,Apartamento,2500,3081,6813,381528,"Rua Angá, Vila Formosa, São Paulo, SP","(-23.570956, -46.5500393)"
6679,Rua Anjo Custódio,Vila Formosa,40,2,0,Apartamento,1500,1708,6813,272520,"Rua Anjo Custódio, Vila Formosa, São Paulo, SP","(-23.5643123, -46.5516653)"
6680,Rua Ituri,Vila Formosa,48,2,1,Apartamento,1750,2060,6813,327024,"Rua Ituri, Vila Formosa, São Paulo, SP","(-23.5684038, -46.5519503)"
6681,Rua Potá,Vila Formosa,200,3,3,Casa,3675,3831,6813,1362600,"Rua Potá, Vila Formosa, São Paulo, SP","(-23.5641279, -46.5527456)"
6682,Rua Mandioré,Vila Formosa,53,1,0,Casa,1050,1162,6813,361089,"Rua Mandioré, Vila Formosa, São Paulo, SP","(-23.569454, -46.5474949)"
6683,Avenida Henrique Morize,Vila Formosa,25,1,0,Casa,1250,1303,6813,170325,"Avenida Henrique Morize, Vila Formosa, São Paulo, SP","(-23.5695498, -46.53559)"
6684,Rua Nossa Senhora das Dores,Vila Formosa,150,2,2,Casa,2200,2443,6813,1021950,"Rua Nossa Senhora das Dores, Vila Formosa, São Paulo, SP","(-23.5694644, -46.534905)"
6685,Avenida Xavier Pinheiro,Vila Formosa,50,1,1,Casa,850,1139,6813,340650,"Avenida Xavier Pinheiro, Vila Formosa, São Paulo, SP","(-23.5631522, -46.5393348)"
6686,Avenida Cipriano Rodrigues 492 Apto 3 Bl2,Vila Formosa,76,3,0,Apartamento,2300,2860,6813,517788,"Avenida Cipriano Rodrigues 492 Apto 3 Bl2, Vila Formosa, São Paulo, SP",
6687,Rua Pretória,Vila Formosa,93,2,2,Casa,5440,5795,6813,633609,"Rua Pretória, Vila Formosa, São Paulo, SP","(-23.5628219, -46.548272)"
6688,Rua Saigon,Vila Formosa,80,2,1,Casa,2125,2566,6813,545040,"Rua Saigon, Vila Formosa, São Paulo, SP","(-23.5675483, -46.5436789)"
6689,Rua Banharão,Vila Formosa,40,2,1,Apartamento,1581,1715,6813,272520,"Rua Banharão, Vila Formosa, São Paulo, SP","(-23.5648554, -46.5334551)"
6690,Rua Chagu,Vila Formosa,45,1,0,Apartamento,1600,1942,6813,306585,"Rua Chagu, Vila Formosa, São Paulo, SP","(-23.5647579, -46.5522185)"
6691,Rua Acuruí,Vila Formosa,67,2,1,Apartamento,2100,2927,6813,456471,"Rua Acuruí, Vila Formosa, São Paulo, SP","(-23.5584689, -46.5531075)"
6889,Rua Antônio Júlio dos Santos,Morumbi,55,2,1,Apartamento,1454,2019,8005,440275,"Rua Antônio Júlio dos Santos, Morumbi, São Paulo, SP","(-23.6088928, -46.7241386)"
6890,Rua Doutor Luiz Migliano,Morumbi,96,3,2,Apartamento,5600,6757,8005,768480,"Rua Doutor Luiz Migliano, Morumbi, São Paulo, SP",
6891,Rua Clementine Brenne,Morumbi,37,2,0,Apartamento,1850,2331,8005,296185,"Rua Clementine Brenne, Morumbi, São Paulo, SP","(-23.6070084, -46.7229451)"
6892,Rua 17 de Janeiro,Morumbi,60,1,1,Apartamento,2000,2077,8005,480300,"Rua 17 de Janeiro, Morumbi, São Paulo, SP",
6893,Rua Anatole de Baudot,Morumbi,68,2,0,Apartamento,3000,3890,8005,544340,"Rua Anatole de Baudot, Morumbi, São Paulo, SP",
6894,Rua Clementine Brenne,Morumbi,36,2,0,Apartamento,1690,2055,8005,288180,"Rua Clementine Brenne, Morumbi, São Paulo, SP","(-23.6070084, -46.7229451)"
6895,Rua Edmundo de Amicis,Morumbi,0,3,2,Casa,3200,3351,8005,0,"Rua Edmundo de Amicis, Morumbi, São Paulo, SP",
6896,Rua Américo Alves Pereira Filho,Morumbi,132,2,2,Apartamento,3700,6616,8005,1056660,"Rua Américo Alves Pereira Filho, Morumbi, São Paulo, SP","(-23.6120049, -46.7069766)"
6897,Crítios,Morumbi,243,4,4,Apartamento,4690,7355,8005,1945215,"Crítios, Morumbi, São Paulo, SP",
6898,Rua João Avelino Pinho Mellão,Morumbi,148,4,4,Apartamento,5070,8725,8005,1184740,"Rua João Avelino Pinho Mellão, Morumbi, São Paulo, SP","(-23.6078257, -46.7248033)"
6899,Rua Domingos Lopes da Silva,Morumbi,215,3,4,Apartamento,5000,9473,8005,1721075,"Rua Domingos Lopes da Silva, Morumbi, São Paulo, SP","(-23.6180782, -46.7376732)"
6900,Rua Major José Marioto Ferreira,Morumbi,180,3,2,Apartamento,4330,4497,8005,1440900,"Rua Major José Marioto Ferreira, Morumbi, São Paulo, SP",
6901,Rua José Dias da Costa,Morumbi,64,2,1,Apartamento,1300,1950,8005,512320,"Rua José Dias da Costa, Morumbi, São Paulo, SP","(-23.6097229, -46.7257226)"
6902,Rua Pasquale Gallupi,Morumbi,59,3,1,Apartamento,1300,1900,8005,472295,"Rua Pasquale Gallupi, Morumbi, São Paulo, SP","(-23.6099295, -46.7257359)"
6903,Rua David Gebara,Morumbi,290,4,3,Apartamento,7000,10600,8005,2321450,"Rua David Gebara, Morumbi, São Paulo, SP","(-23.6185606, -46.733712)"
6904,Avenida Giovanni Gronchi,Morumbi,310,5,6,Casa,12470,13790,8005,2481550,"Avenida Giovanni Gronchi, Morumbi, São Paulo, SP","(-23.5984566, -46.7202671)"
6905,Rua Ernest Renan,Morumbi,62,3,1,Apartamento,1940,2465,8005,496310,"Rua Ernest Renan, Morumbi, São Paulo, SP","(-23.6089584, -46.7235488)"
